condition,seed,generation,cumulative_evals,pop_mean_fitness,pop_std_fitness,best_so_far
dynamic_constant,5,29,3000,15.503118971059903,1.0640002102037833,13.361324772583615
dynamic_constant,5,30,3100,15.633128136803544,1.181078749901278,13.361324772583615
dynamic_constant,5,31,3200,15.620542027179322,1.2187253515685534,13.361324772583615
dynamic_constant,5,32,3300,15.636235762574993,0.9612093355721045,13.361324772583615
dynamic_constant,5,33,3400,15.551228723639868,1.1982584700872234,13.361324772583615
dynamic_constant,5,34,3500,15.475547055271413,0.9764086931410455,13.361324772583615
dynamic_constant,5,35,3600,15.628627338214457,1.0357739226787026,13.361324772583615
dynamic_constant,5,36,3700,15.494501453742854,1.1353271502773337,13.069535971483266
dynamic_constant,5,37,3800,15.605659590203945,1.2703625867197186,13.06332495807108
dynamic_constant,5,38,3900,15.505745985559779,1.1490127959510394,13.06332495807108
dynamic_constant,5,39,4000,15.457979116130504,1.3330136007682016,12.799999999999999
dynamic_constant,5,40,4100,15.406942478736003,1.2920824373268764,12.799999999999999
dynamic_constant,5,41,4200,15.349284537659871,1.2533820194623917,12.799999999999999
dynamic_constant,5,42,4300,15.086202198284687,1.1527078811995548,12.799999999999999
dynamic_constant,5,43,4400,15.160919609591565,1.1572617111343242,12.799999999999999
dynamic_constant,5,44,4500,15.181718488280426,1.2842242096196375,12.799999999999999
dynamic_constant,5,45,4600,15.050776462161114,1.0460639198800474,12.799999999999999
dynamic_constant,5,46,4700,15.038829729959481,1.0226161606291877,12.799999999999999
dynamic_constant,5,47,4800,15.04673264527873,1.1021559768897549,12.799999999999999
dynamic_constant,5,48,4900,15.036188803592168,1.0661504530451287,12.799999999999999
dynamic_constant,5,49,5000,15.197760604616365,1.2880486732367926,12.799999999999999
dynamic_constant,5,50,5100,15.116373129864499,1.1774096690843612,12.799999999999999
dynamic_constant,6,0,100,20.75217957327806,1.1122351308944454,17.86619037896906
dynamic_constant,6,1,200,20.051416642702492,2.6594365211622932,15.88425027803687
dynamic_constant,6,2,300,18.23223555259581,1.9646562051690661,14.86124969497314
dynamic_constant,6,3,400,17.111613825927986,1.0945795470192605,14.86124969497314
dynamic_constant,6,4,500,16.641149545752565,0.7539747415088326,14.86124969497314
dynamic_constant,6,5,600,16.32752020653149,0.708090374209344,14.522327839240491
dynamic_constant,6,6,700,16.05697941845014,0.7844738076638252,14.369870314579494
dynamic_constant,6,7,800,15.69747112381734,0.6108054623665338,14.16227766016838
dynamic_constant,6,8,900,15.65759858367771,0.71701716362139,14.16227766016838
dynamic_constant,6,9,1000,15.587166337635347,0.6524510886633409,13.9
dynamic_constant,6,10,1100,15.597744823063357,0.63733734428516,13.485677655436824
dynamic_constant,6,11,1200,15.47067701180948,0.7553181848550123,13.485677655436824
dynamic_constant,6,12,1300,15.433481187475422,0.6739222012585518,13.485677655436824
dynamic_constant,6,13,1400,15.433435922327531,0.7767165774030155,13.23606797749979
dynamic_constant,6,14,1500,15.35283532941914,0.7498417382276445,13.23606797749979
dynamic_constant,6,15,1600,15.262164468638568,0.7235243931558605,13.23606797749979
dynamic_constant,6,16,1700,15.275357183861427,0.7485704789917708,13.23606797749979
dynamic_constant,6,17,1800,15.15986460279544,0.8431020951517582,13.23606797749979
dynamic_constant,6,18,1900,15.231784673917113,0.8244482197526609,13.23606797749979
dynamic_constant,6,19,2000,15.36672223467892,0.9837694931168981,13.23606797749979
dynamic_constant,6,20,2100,15.129086752925183,0.8888203222215263,13.23606797749979
dynamic_constant,6,21,2200,15.039147407561263,0.8054519032569984,13.23606797749979
dynamic_constant,6,22,2300,15.101089490702952,0.8838245902566751,13.23606797749979
dynamic_constant,6,23,2400,15.21361800718944,1.0258468406733035,13.23606797749979
dynamic_constant,6,24,2500,15.073239579189938,0.8652054736963357,13.23606797749979
dynamic_constant,6,25,2600,15.271115693996954,1.028652026363676,13.23606797749979
dynamic_constant,6,26,2700,15.225489487860555,0.8613268180670153,13.23606797749979
dynamic_constant,6,27,2800,15.377547575149785,0.9974919245129645,13.23606797749979
dynamic_constant,6,28,2900,15.216452662806118,0.9403736218876156,13.23606797749979
dynamic_constant,6,29,3000,15.112785264088524,0.812313893932452,13.23606797749979
dynamic_constant,6,30,3100,15.007106273621472,0.8336951349347667,13.23606797749979
dynamic_constant,6,31,3200,15.01254070677161,0.7529879920805548,13.23606797749979
dynamic_constant,6,32,3300,15.146498941017393,0.9383527713733385,13.23606797749979
dynamic_constant,6,33,3400,14.899158119629181,0.9068839594691052,12.760681686165901
dynamic_constant,6,34,3500,15.228507558360254,1.1394108735729982,12.760681686165901
dynamic_constant,6,35,3600,15.041812607555899,0.8913890375166817,12.760681686165901
